,artist_names,artist_bios
1390,Rick Begneaud,"Rick Begneaud is an American mixed-media artist, whose art is recognized for his use of found objects – scraps of materials and fabrics."
1391,Francisco Toledo,"Francisco Toledo was a Mexican artist, painter and sculptor who worked in various media: pottery, sculpture, painting, weaving, and graphic arts."
1392,Dennis Hare,"Dennis Hare, born in California, is an American self-taught artist, well known for his abstract and figurative paintings, drawings and sculptures.
"
1393,Stefan Thiel,Stefan Thiel is a German artist who uses a binary system in his works: he transfers photographs into silhouettes.
1394,Theodoros Stamos,"Theodoros Stamos, was a Greek-American artist. He is one of the youngest painters of the original group of abstract expressionist painters...
"
1395,Olafur Eliasson,Olafur Eliasson is a Danish-Icelandic artist known for large-scale installation art with elemental materials to enhance the viewer’s experience.
1396,Marcel Broodthaers,"Marcel Broodthaers was a Belgian poet, an experimental filmmaker and a visual artist known for his witty approach to creating diverse pieces of art
"
1397,Rembrandt van Rijn,Rembrandt van Rijn was a Dutch artist who is generally considered one of the greatest painters in European art and the most important in Dutch history
1398,Fernand Leger,"Joseph Fernand Henri Léger was a French painter, sculptor, and filmmaker who was deeply influenced by modern industrial technology and Cubism.
"
1399,Ernest Trova,"Ernest Trova was a self-trained American surrealist and pop art painter and sculptor known for his signature image and figure series, The Falling Man.
"
1400,Rirkrit Tiravanija,"Rirkrit Tiravanija is a contemporary Thai artist, best known for his intimate installations that allow people to socialize, share meals, read, play music, or cook."
1401,Conrad Marca-Relli,"Conrad Marca-Relli was an American artist, a member of New York School Abstract Expressionist artists and leading art movement of the postwar era.
"
1402,Eddie Peake,"Eddie Peake is a British artist whose varied artistic vocabulary encompasses performance, video, photography, painting, sculpture and installation."
1403,Gerald Laing,"Gerald Ogilvie Laing was a British pop artist and sculptor. He lived in the Scottish Highlands. He was born in 1936 and died in 2011.
"
1404,Richard Hambleton,"Richard Hambleton was a Canadian street and conceptual artist, known for Mass Murder Images and Shadowman, his most successful series of paintings.
"
1405,Louis Icart,"Louis Icart, born in 1888 in Toulouse, was a French artist famous for his paintings, etchings, engravings and illustrations."
1406,Mary Cassatt,"Mary Stevenson Cassatt was an American painter and printmaker who created images of the lives of women, and bonds between mothers and children."
1407,Milton Avery,"Milton Avery was an American artist, known for his his paintings created in Modern art. His work is representational and focuses on color relations.
"
1408,Charles Bell,"Charles Bell was an American Photorealist and Hyperrealist painter, known for his large scale still lifes arranged in imaginary scenes and dynamic compositions.
"
1409,William Wegman,"William Wegman is an American artist best known for creating series of compositions involving dogs, primarily his own Weimaraners in various costumes and poses.
"
1410,Max Bill,"Max Bill was an architect, artist, painter, typeface designer, industrial designer and graphic designer. He was born in Winterthur, Switzerland.
"
1411,LA II,"Born as Angel Ortiz, American artist LA II is one of the iconic graffiti artists from the Lower East Side, also known by his collaboration with Haring."
1412,Pavlos,"Pavlos is a Greek artist, born in the south of Peloponesia at Filiatra in 1930. The artist explores the surface of the everyday. He lives in France.
"
1413,Hank O'Neal,"Hank O’Neal is an American artist, a photographer who compiled a legacy of one of the most vital and significant movements in the world of art. 
"
1414,Matti Braun,"Matti Braun is a German contemporary artist born in 1968. He works in diverse artistic expressions: installations, objects, photography and painting."
1415,Abraham Walkowitz,"Abraham Walkowitz was a Russian-American Modernist painter, best-known for his series of watercolors depicting Isadora Duncan, a pioneer of modern dance.
"
1416,Mark Powell,"Mark Powell is a London-based artist born in 1980, noted for his life-like Biro pen drawings, done on vintage documents, manuscripts, and postcards."
1417,Arturo Di Modica,"One of the greatest living sculptors of the modern era, Arturo Di Modica created monumental sculptures."
1418,MARS-1,"MARS-1 aka Mario Martinez is an American painter who depicts large, extraterrestrial looking landscapes and spatial distortion. 
"
1419,John Lennon,"Although known widely as a singer, a songwriter, and a co-founder of the Beatles, John Lennon displayed a great affection towards the visual art form even before his musical display.
"
1420,Aiiroh,"Aiiroh is a French contemporary artist widely known for his Pop Art inspired street art. He’s been drawing and painting from an early age.
"
1421,Gao Weigang,"An artist of diverse practices, Gao Weigang is a Chinese author who produces paintings, installations, sculptures and performance works."
1422,Sara Pittman,"Sara Pittman is an abstract painter who uses transparent layers of paint to portray numerous natural elements including woodlands and longhorn skulls.
"
1423,Fernando de Szyszlo,"Fernando De Szyszlo Valdelomar is a Peruvian painter, sculptor, printmaker and teacher who is a key figure in advancing abstract art in Latin America since the mid-1950s."
1424,Alexis de Chaunac,"Alexis de Chaunac is a French-Mexican artist known for his multi-layered, mixed-media drawings. He lives and works in New York and Paris."
1425,John Ferren,"John Ferren was an American artist whose abstract paintings were influenced by both Wassily Kandinsky and Zen Buddhism.
"
1426,Lawrence Schiller,"Lawrence Schiller is an American artist whose rich body of work spans from photography and nonfiction writing to directing Oscar-winning films.
"
1427,Philippe Alfieri,Philippe Alfieri was an Italian-American artist. He lived in Newark and in Queens and was a member of the Arts Students League of NYC.
1428,Pure Evil,"Charles Uzzell-Edwards is a British graffiti artist known by the moniker ""Pure Evil"" and is a stablemate of Banksy. He is also the son of Welsh painter John Uzzell Edwards.
"
1429,Nick Walker,"Nick Walker is a British established graffiti artist credited with introducing stencil graffiti to Bristol in the early 1990s, helping develop the movement since. 
"
1430,Vhils,Vhils is the alias of a Portuguese street artist Alexandre Farto whose remarkably unique technique of plaster penetration makes his work immediately recognizable.
1431,Daze,"Chris Ellis, otherwise known as DAZE, is a graffiti artist and a painter that made a successful transition from the street art to the gallery walls.
"
1432,George Condo,George Condo is an influential American artist who combines two seemingly unblendable worlds - avant-garde painting techniques and Pop-art themes.
1433,Niels Shoe Meulman,"Niels Shoe Meulman is an Dutch visual artist, graffiti writer, graphic designer, art director and a graphic designer.
"
1434,Sowat,"Sowat is a French artist - a screenwriter, film director and graffiti artist best known for his calligraffiti style.
"
1435,Brusk,"Exploring new techniques and discussing various media, Brusk is a French artist known for his dripping style that combines a calligraphic work in 3D, characters and tagging.  
"
1436,Pichi & Avo,"Pichi & Avo is a renowned graffiti duo from Spain that produces a spectacular explosion of fresh colors and impressions. They create breathtaking figurative detail and quality.
"
1437,Icy and Sot,"Iranian street art brothers, Icy and Sot, after living for just two years in USA, have developed a rich portfolio of urban stencils that address global social issues. 
"
1438,Bruce Nauman,Bruce Nauman is an American artist whose practice spans a broad range of media that has inspired many contemporary artists of the 20th century.
1439,Fernando Botero,"Famous for his signature style of Boterismo, Fernando Botero is a Colombian painter that depicts people and figures in exaggerated and distorted volumes."
1440,Thomas Struth,"Thomas Struth is a renowned photographer from Germany who is known for his complex images of urban scenes, vivid jungles and group portraits."
1441,Julie Mehretu,"Julie Mehretu is a Ethiopian-born, American-based artist famous for abstract printmaking and painting, relying on her unique method of layering.
"
1442,Martin Whatson,"Martin Whatson is a Norwegian stencil artist, born in 1984. He is known for his grey toned stencil works as a basis for adding vibrant colors to break the monochrome concrete expression.
"
1443,Alison Jackson,"Alison Jackson is an English spoof photographer, born in 1970, best known for her lookalike images of celebrities posed in private moments. 
"
1444,Adolph Gottlieb,"Adolph Gottlieb was an American painter, born on March 14, 1903 in New York. He is known as a pioneer of the Abstract Expressionism movement.
"
1445,Georges Mathieu,"As French painter and theorist, Georges Mathieu is considered the founder of Lyrical Abstraction and is also associated with Tachism."
1446,Katharina Grosse,"Katharina Grosse is a German artist best known for her spray-painted installations which cover gallery walls, furniture and hanging plastic orbs with a surface of lustrous, vivid colors."
1447,Joan Mitchell,"Joan Mitchell was an influential American artist, best known as the second generation abstract expressionist painter who gained critical and public acclaim. 
"
1448,Janet Fish,"Janet Fish is an American painter, best known for her still life paintings, with renewed focus on the effects of light and reflection on familiar subjects."
1449,Barry McGee,"Barry McGee is an American painter and graffiti artist best known for his moniker Twist and his  mixed-media installations inspired by urban culture. 
"
1450,Igor Mitoraj,"Igor Mitoraj was an eminent Polish sculptor whose classicism combined technical abilities with a certain postmodern malaise. 
"
1451,Wolfgang Tillmans,"Wolfgang Tillmans is a German documentary-style photographer, with a focal point on London’s gay community. He studied at Bournemouth and Poole College of Art and Design in England from 1990 to 1992.
"
1452,Lee Ufan,"Lee Ufan is a Korean minimalist painter and sculptor whose art is based on the Eastern appreciation of nature, simplicity and philosophical points of view.
"
1453,Komar and Melamid,"Komar and Melamid is an tandem team of Russian conceptualist artists Vitaly Komar, born 1943 and Alexander Melamid, born in 1945"
1454,Peter Halley,"Peter Halley is an American painter and printmaker, best known for geometric abstractions, is associated with the Minimalist and Neo-Geo movements."
1455,Jack Pierson,"Jack Pierson is an American artist and draftsman best known for his photography, abstract sculptures, and collages."
1456,Romero Britto,Romero Britto is a Brazilian painter and sculptor who successfully combines elements of Cubism and Pop art into his extremely positive and colorful work.
1457,Louise Nevelson,Louise Nevelson was one of the most prominent American female sculptors of the 20th century who worked during the dominance of Abstract Expressionism.
1458,Matteo Negri,"Matteo Negri is an Italian visual artist, recognized for creating various works of art. He concentrates his artistic research on different materials as marble, ceramic and resin, mixing them with a pop range of hues as an expressive instrument."
1459,Lynda Benglis,"Lynda Benglis is an American sculptor and visual artist, considered as a pioneer of a form of abstraction in which each work is the result of materials in action, creating sculptures that eschew minimalist reserve in favor of bold colors and sensual line.
"
1460,Joseph Cornell,"Joseph Cornell, born in Nyack, New York in 1903, is best known for his shadow boxes and experimental films, and his association with the Surrealist group of artists."
1461,Carolyn Marks Blackwood,"Carolyn Marks Blackwood is a New York-based fine art photographer who has a knack for capturing the natural world and the beauty that lies therein.
"
1462,Adam Pendleton,"Adam Pendleton is a Virginia-born conceptual artist whose practice encompasses painting, performance, photographic collage, publishing, and video.
"
1463,Kunstrasen,"Kunstrasen is a German stencil artist who derives his name from the German term for astroturf, or a surface of synthetic fibres made to look like natural grass.
"
1464,Boicut,"Boicut, is an Austrian artist whose illustrative work combines impulsive lines and shapes."
1465,Richard Artschwager,"Richard Ernst Artschwager was an American painter, illustrator and sculptor. His work has associations with Pop Art, Conceptual art and Minimalism."
1466,Charles Arnoldi,"Charles Arnoldi is an American painter, sculptor, and printmaker best known for his brightly colored, abstract paintings that incorporate wood.
"
1467,James Coignard,"James Coignard was a French painter, ceramist, sculptor and etcher, born in Tours in 1925. He lived and worked in Antibes, in the Maritime Alps.
"
1468,Wassily Kandinsky,"Wassily Kandinsky was an influential Russian art theorist, and the author of the first modern paintings that were created on full abstraction concepts."
1469,John Gerrard,John Gerrard is an Irish artist who uses computer graphics also used in the entertainment industry to create digital simulations.
1470,Giorgio de Chirico,"Giorgio de Chirico was an Italian artist, known for enigmatic paintings of the 1910s and 1920s, and his profound influence on the Surrealist movement."
1471,Patrick Hughes,"Patrick Hughes is a British contemporary artist born in 1939, best known for his original concept of  Reverspective paintings and wall reliefs."
1472,Chris Levine,"Chris Levine is a Canadian artist, a pioneer in the field of light art, creating and adapting technology in the pursuit of visual sensations."
1473,Angel Otero,"Angel Otero is an Puerto Rican artist whose work is characterized by an interest in personal history, expressionistic abstraction, and Spanish Baroque."
1474,Fiona Rae,"Fiona Rae is a British abstract artist born in 1963, counted among the Young British Artists (YBA) who rose to prominence in the 1990s. 
"
1475,Currier & Ives,Currier & Ives was a successful American printmaking firm that produced prints from paintings by fine artists as black and white lithographs that were hand colored.
1476,George Grosz,"George Grosz was a German artist known for his caustic pen-and-ink caricatures of Berlin life in the 1920s. He was a prominent member of the Berlin Dada and New Objectivity group during the Weimar Republic.
"
1477,Crystal Wagner,"Crystal Wagner is a contemporary interdisciplinary artist, who aims at creating organic bioforms, using materials that people are exposed to.
"
1478,Hermann Nitsch,Hermann Nitsch was an Austrian artist who worked in experimental and multimedia modes and was known for his intensive fascination with religion.
1479,Eugene Leroy,"Eugène Leroy was a French painter born in 1910. From the 1940s onward he exhibited regularly, primarily in France and Belgium but also abroad.
"
1480,Crail Moansburg,"Crail Moansburg is a Dutch artist known for his colorful and expressive screenprints made in his studio in the Karl Marx Factory in The Hague. 
"
1481,Ralph Goings,"Ralph Goings, born in California in 1928, is an American painter closely associated with the Photorealism movement of the late 1960s and early 1970s.
"
1482,Hajime Sorayama,"Hajime Sorayama is a Japanese illustrator, known for his precisely detailed, erotic hand painted portrayals of women and feminine robots."
1483,Reginald Marsh,"Reginald Marsh was an American painter, born in Paris, most notable for his depictions of life in New York City in the 1920s and 1930s.
"
1484,K-Guy,"K-Guy is a British artist, born in 1966. He is known for his thought-provoking works and street art. He frequently uses found and discarded objects.
"
1485,Gerard Schneider,"Gerard Ernest Schneider was a Swiss artist born in 1896. He was one of the major pioneers of Lyrical Abstraction, a gestural and personal form of abstraction. 
"
1486,Carlos Cruz-Diez,"Carlos Cruz-Diez was a Franco-Venezuelan artist, a major protagonist in the field of Kinetic and Optical art. He lived, worked and died in Paris."
1487,Henri Michaux,"Henri Michaux was a Belgian-born painter born in 1899. He is well known for his painting, poetry and prose. Michaux later took French citizenship."
1488,Josef Hoflehner,"Josef Hoflehner is an Austrian artist known for his landscape photographs taken in some of the most remote areas of the world.
"
1489,Yinka Shonibare,"Yinka Shonibare is a British-Nigerian artist, whose work explores cultural identity, colonialism and post-colonialism.
"
1490,Ibram Lassaw,"Ibram Lassaw was an American Abstract Expressionist artist, famous for his sculptures made of bronze, silver, copper, and steel.
"
1491,Don Nice,"Don Nice was an American artist whose work reminds to the 19th-century encyclopedic illustrations and its meticulous precision, created by artists such as Audubon or Ernst Haeckel.
"
1492,Jean Dufy,"Jean Dufy was a French painter who managed to merge the essentials of cubism, fauvism and impressionism into his colorful artwork.
"
1493,Sarah Hardacre,Sarah Hardacre is a British artist mostly known for her collages and prints featuring 20th-century architecture and women from vintage magazines.
1494,Irony,"Irony is a British graffiti artist, active mostly around the London's Camden Town. He often collaborates with other street artists, such as Boe and Candie.
"
1495,Kenro Izu,"Kenro Izu is a Japanese photographer born in 1949, known for his elegant still lifes, nudes, and Sacred Places series of images. 
"
1496,O'Clock,"O'Clock is the pseudonym of one of the most productive and the most creative artists in the history of Parisian graffiti scene.
"
1497,Burton Morris,"Burton Morris is an American artist, known for his pop art paintings with bright and graphic elements of pop culture. He uses bold lines and vivid colors."
1498,Waltercio Caldas,"Primarily an award-winning sculptor and graphic artist, Waltercio Caldas﻿ has been known to produce sketches, paintings, and installation art."
1499,Lee Jaffe,"Lee Jaffe is an American photographer, painter and movie producer, interested in the topics of social marginalization.
"
1500,Tomokazu Matsuyama,"Influenced by both post-war contemporary art and popular culture, Tomokazu Matsuyama is a Japanese painter who uses colorful acrylic on canvases.
"
1501,Andre Masson,Artist Andre Masson was a French Surrealist painter and graphic artist. He was one of the foremost practitioners of automatic writing
1502,Norman Rockwell,"Norman Rockwell was an American artist who painted numerous pictures for story illustrations, advertising campaigns, posters, and books.
"
1503,Michael De Feo,"Michael De Feo is best known as an American street artist who makes ubiquitous and iconic flower images and urban interventions in many international environments.
"
1504,Charles Cham,Charles Cham is a Malaysian painter whose puzzlingly primitive artworks resemble the images from the walls of prehistoric caves.
1505,Maaike Bakker,"Maaike Bakker is a Pretoria-based artist and illustrator who works in a many different media including drawing, sculpture and installation."
1506,Alison Saar,"Alison Saar is an American artist who explores themes of African cultural diaspora and spirituality through her paintings, sculptures, and installations.
"
1507,Sarah Moon,"Sarah Moon, born Marielle Warin in 1941, is a French photographer known for her elegant photographs that are almost abstract in their painterly qualities."
1508,Andy Moses,"Andy Moses is an American artist known for his inimitable take on color and the relationship between space, shape and light. 
"
1509,Joseph Hirsch,"Born in 1910 in Philadelphia, Joseph Hirsch was an American artist associated with the Social Realism genre of the 1920s and 1930s. 
"
1510,Leonardo Drew,"Leonardo Drew is an African American contemporary artist based in Brooklyn, New York, who creates amazing installation pieces. 
"
1511,Brian Calvin,"Since the 1990s, Brian Calvin has developed a body of highly stylized flattened paintings, rendering his figures in light-soaked portraits that retain a lifelike quality. 
"
1512,Seth Armstrong,"Seth Armstrong is an American artist, based in Los Angeles, famous for his hyper-realistic paintings in which he depicts his surroundings. 
"
1513,Nancy Gifford,"Nancy Gifford is an American painter and an installation artist whose creative vocabulary is mainly concerned with unconventional ways of establishing narratives.
"
1514,Budd Hopkins,"Budd Hopkins was a distinguished Abstract Expressionist painter, sculptor, and prominent figure in alien abduction phenomena and related UFO research."
1515,Sophia Vari,"Sophia Vari is a well-known Greek artist specialized in bronze sculpture, as well as in collages, oils, and watercolors. 
"
1516,Jerkface,"Jerkface is an American artist currently based in New York, NY. He is known for his colorful murals often depicting cartoon characters.
"
1517,Pedro Friedeberg,"Pedro Friedeberg is a Mexican painter and sculptor, widely known for his surrealist work filled with lines of colors and ancient and religious symbols."
1518,Roberta Morzetti,"Roberta Morzetti is an Italian artist whose work exposes us to an art production that transforms materials into incredible sculptures.
"
1519,Wang Ai,"The Chinese contemporary artist Wang Ai is known for delicate paintings made with rice paper, tea, Chinese ink and special pencils."
1520,Marko Tadic,"Marko Tadic is one of the most prominent Croatian artists of the younger generation, whose practice spans installation, drawing, and animation."
1521,Amy Bennett,"Amy Bennett creates paintings of interior scenes and rural and suburban landscapes, populating them with figures acting out  snippets of narratives."
1522,Annie Lapin,"An American artist, Annie Lapin creates abstract paintings grounded in representation, providing the viewer with a sensation of a shifting grounds."
1523,Ryan Brown,"An American conceptual artist, Ryan Brown's practice spans performances, paintings, sculptures, photographic series, and installations."
1524,Jim Jonson,Jim Jonson was an American painter whose main artistic goal was to capture and display the phenomenon of motion present in a sports event.
1525,Lou Ros,"Lou Ros is a self-taught French painter with a rich graffiti background. He paints instinctively, following the footsteps of the expressionists who fascinate him."
1526,Sasha Holzer,"A British contemporary artist born in 1959, Sasha Holzer is known for his carefully carved wooden panels."
1527,Cinthia Marcelle,"A Brazilian multimedia artist, Cinthia Marcelle uses her mediums to document the effects that her interventions have on the usual order of things."
1528,Ivan Serpa,"A member of Grupo Frente and professor at Museu de Arte Moderna, Ivan Serpa was one of the most important contributors to Brazilian Concretism and Neo-Concretism."
1529,Montez Magno,"Montez Magno is part of a generation that, despite facing political difficulties in the 1960s and 70s, managed to reexamine modernity and trace other paths to its crossroads."
1530,Sarah Grilo,"Sarah Grilo was an Argentinian abstract painter, now considered as one of the most important Latin American artists of the 20th century."
1531,An Whitlock,"A Canadian contemporary artist, An Whitlock creates work spanning painting, sculpture and installation art."
1532,Ted Tucker,
1533,Gerald Baer,
1534,Claude Tousignant,
1535,Alex Racine,"Alex Racine is an American contemporary sculptor. He has earned a Bachelor of Fine Arts for Sculpture from the School of Visual Art, New York.
"
1536,Guy Charon,"Guy Charon is a French artist widely known for his vibrantly colored landscape paintings and lithographs, similar to Fauvism and Modernism.
"
1537,Aaron Fink,"Aaron Fink is an American contemporary artist who works in a variety of mediums, including oil, sculpture, and works on paper."
1538,Max Epstein,"Max Epstein was a Canadian painter, illustrator and printmaker. During his long and prolific career, the artist has received numerous awards and prizes.
"
1539,Richard Ham,"An American photographer, Richard Ham is widely known and recognized for his studio portraits of famous artist Pablo Picasso.
"
1540,Arnold Weber,Arnold Weber was a prolific American artist who produced thousands of oil and watercolor paintings. He was born and raised in the Bronx.
1541,Muhammad Ali,"Muhammad Ali was an American professional boxer, activist, and philanthropist. A son of the church muralist, Ali also created art occasionally."
1542,Shlomo Katz,Shlomo Katz was a Polish-born Israeli artist best known for his painting skills. His talent for drawing was apparent from an early age.
1543,Ginny Masters,"Ginny Masters is an American artist whose preferred medium is watercolor on paper. Her paintings are inspired by nature and she often depicts flowers.
"
1544,Paul Chelko,"Paul Chelko was an American artist known for abstract painting, ultra-realism, portraiture, performance art, music, poetry and film.
"
1545,Igor Tabakov,"Igor Tabakov is a Russian photographer. He has worked 20 years as a head photographer and photo editor for The Moscow Times.
"
1546,Oskar D'Amico,"Oskar D'Amico was an Italian artist who had three major periods in his artistic life: Figurative, Materic and Geometric.
"
1547,Manuel Felguerez Barra,"Manuel Felguérez Barra was a Mexican contemporary artist. He did most of his studies in France, where he specialized in abstract art."
1548,Jose Antonio Velasquez,"A barber by profession and without any formal artistic education, José Antonio Velásquez became the first and foremost Honduran primitivist painter.
"
1549,Bernard Greenwald,"Bernard Greenwald is an American contemporary painter whose primary concern is color. He received his BFA from the Philadelphia Museum, College of Art."
1550,Peter Lik,"Peter Lik is an Australian photographer, best known for his landscape works - cascading waterfalls, ethereal mountain peaks and peaceful desert canyons."
1551,Wayne Ensrud,"Wayne Ensrud is an American painter and educator, perhaps best known for his landscapes, lifestyles and aesthetics of wine and food."
1552,Pierre Paulin,"A French furniture designer and interior designer, Pierre Paulin is celebrated for his innovative interior and seating furniture design."
1553,Mirko Guida,"Mirkò Guida is an Italian contemporary painter. Trained as a graphic artist, he considers his work to be more graphic than pictorial."
1554,Babe Shapiro,"Babe Shapiro was an American artist widely known for his abstract and Op Art paintings. His artistic career spanned almost six decades.
"
1555,Charles Ford,"Charles Ford is an American artist widely known for his photorealistic paintings. His subjects are urban environments such as shops and city streets.
"
1556,Tony Marsh,"Tony Marsh is an American contemporary artist whose primary form of artistic expression is the ceramic vessel. He is based in Long Beach, California."
1557,Jason Hallman,"Jason Hallman is an American artist known for his paintings, layered one on top of the other, building up a timeline of acrylic geology."
1558,Lauren Mabry,"Lauren Mabry is an American contemporary artist from Madison, Wisconsin, who creates ceramic objects, vessels, and dimensional glaze paintings."
1559,J. Kevin White,J. Kevin White is an American photographer widely known and recognized for his imagery of rural life on the coast of Maine.
1560,Thomaz Rosa,"Born in São Caetano do Sul, Thomaz Rosa is a Brazilian contemporary painter whose works are based on points and concrete forms, verbal analogies of images."
1561,Carlos Gamez de Francisco,"Carlos Gamez de Francisco is a Cuban-American contemporary painter and fine art photographer based in Prospect, KY."
1562,Tamara Dean,"Tamara Dean is an Australian photographer, installation and video artist, who explores the relationship between humans and the natural world."
1563,Linde Ivimey,"Linde Ivimey is an Australian artist widely known for her figural sculptures depicting human-animal hybrids, usually animal heads on clothed human bodies."
1564,Danie Mellor,Danie Mellor is an Australian artist whose multidisciplinary practice explores the intersections of contemporary and historic culture.
1565,Melvin Grave Guzman,"Melvin Grave Guzman is an American contemporary artist born in Harlem, New York, working in photography, performance, and monumental mixed-media."
1566,Vernon O’Meally,"Born in Atlanta, Georgia, Vernon O’Meally is an American contemporary artist based in New York, known for his paintings, sculptures, and installations."
1567,David Phelps,"David Phelps is an American contemporary artist whose figurative sculptures, ranging up to three times life-size, appear to emerge from the ground."
1568,Ken Rausch,"Using traditional techniques from painting, Ken Rausch is an American artist known for his exciting and richly colored wall sculptures."
1569,Calvin Teng,"Born in Guangdong, Calvin Teng is a Taiwanese contemporary artist widely known and recognized for his serene abstract paintings."
1570,Danny Ferrell,Danny Ferrell is an American painter whose works represent fantasies and fears about the ‘Other’ through depictions of the everyday queer male.
1571,Ben Zank,"Ben Zank is an American photographer whose images often conveniently stage himself as the main character. He is known for using props, such as yellow tape."
1572,Raymond Saa,"Raymond Saá is a Cuban-American artist whose paintings and works on paper form a complex, multilayered formal environment for the viewer to decipher."
1573,Chaz Guest,"Chaz Guest is an American contemporary artist who specializes in figurative painting, concentrating on portraiture and cultural narratives."
1574,Lluis Lleo,More details will be forthcoming shortly.
1575,Alejandro Valencia,More details will be forthcoming shortly.
1576,Fernando Otero,More details will be forthcoming shortly.
1577,Maruch Santiz Gomez,"Maruch Santíz Gómez is a Mayan Mexican photographer, writer, embroidery and textile designer, and actress, involved in cultural projects since the 1980s."
1578,Charis Entwisle,"Charis Entwisle is a British artist whose practice focuses on painting and drawing, depicting wistful characters and dreamlike yet sincere scenes."
1579,Patricia Volk,"Patricia Volk is a British sculptor obsessed with catching a very simple form or line, primarily, then enhancing it with color."
1580,Stela Vasileva,"Stela Vasileva is a Bulgarian artist based in Sofia, working in the fields of contemporary drawing, 3D objects, and installations."
1581,Svetli Evgeniev,"With ceramics as a base material, Svetli Evgeniev is a Bulgarian multidisciplinary artist whose predominant motives are simplicity and minimalism."
1582,Stefano Trappolini,"Stefano Trappolini is an Italian artist whose research mainly focuses on painting and video art, though he also works in the field of photography."
1583,Alan Brown,"Alan Brown is an American artist known for using curious found objects, often items that have long outlived their known purpose or identity."
1584,Lyoudmila Milanova,"Lyoudmila Milanova is a Bulgarian contemporary artist whose work revolves around natural phenomena, technology, and time."
1585,Arnaud Laly,"Always imagining and creating, Arnaud Laly is a French graphic designer and artist who approaches his work via triptych: line – pattern – flat colors."
1586,Valco,"Compulsive and spontaneous, Valco is a French self-taught artist who evolves his street-art and pop-art works through emotions and research."
1587,Franck Celaire,Franck Célaire is a French architect and artist who grew up with a pencil in his hand amidst comic book characters and cartoons.
1588,Iskra Blagoeva,"Iskra Blagoeva is a Bulgarian contemporary artist. Although she prefers painting in particular, she uses various other media."
1589,Mirza Cizmic,"Born in Bosnia and Herzegovina, Mirza Cizmic is an artist currently residing in Helsinki. He has also lived and studied in Sarajevo and Munka-Ljungby."
1590,Miles Regis,Miles Regis is a Trinidad-born artist whose large-scale mixed media paintings on canvas and linen incorporate dimensional collage elements.
1591,Gaia Adducchio,"Having previously worked in cinema, Gaia Adducchio is an Italian artist who currently uses photography as her primary tool of expression."
1592,Lorenzo Swinton,Lorenzo Swinton is an American artist specializing in abstract and contemporary paintings using acrylics as his force for invigorating visuals.
1593,Sam Heydt,"Sam Heydt is an American social practice and recycled media artist working in media such as film, video, installation, photography, sculpture, and sound."
1594,Lin Zhipeng aka No.223,"Lin Zhipeng, also known as No.223, is one of the leading figures of new Chinese photography, popularizing his work originally via social media."
1595,Jaggu Prasad,Jaggu Prasad is an Indian contemporary artist who uses paintbrushes with only a single otter hair to capture intricate details.
1596,Line Street,"Line Street is a French artist whose work revolves around small colored and funny ghosts, called BOU. These pieces bring positivity and and joy to viewers."
1597,Befa,"Inspired by traditional Portuguese art, Befa is a French artist whose style is characterized by its simple shapes, bright colors and geometric patterns."
1598,Ceel Mogami de Haas,"Ceel Mogami de Haas is a Dutch multidisciplinary artist whose work spans a range of media, including sculpture, drawing, writing, installation, and video art."
1599,Diyano Purwadi,"Diyano Purwadi is an Indonesian contemporary artist whose work is based on social, cultural, and political phenomena he observes around himself."
1600,George Byrne,George Byrne is an Australian artist whose photographs juxtapose the vivid clarity of modernist painting against the New Topographics photography movement.
1601,Patrik Grijalvo,"Patrik Grijalvo is an artist working with analog architectural photos, assembling layered works from various images of a single piece of architecture."
1602,Lawrence Morrell,Lawrence Morrell is an American sculptor whose visual and tactile works physically show the negative and positive effects of humans on this planet.
1603,Lena Ditlmann,Lena Ditlmann is a German contemporary artist whose abstract motifs are made up of fine lines that she weaves into one another.
1604,Diane DallasKidd,Diane DallasKidd is an American artist who’s always searching to draw something new and unexpected from the medium with a focus on process.
1605,Wayne Levin,Wayne Levin is an American photographer arguably best known for his black-and-white underwater photographs of swimmers and marine life.
1606,Paul Bloch,"Paul Bloch is an American artist whose sculptures are improvisational. His primary material is stone. Bloch studied anthropology, sculpture, and music."
1607,Alex Weinstein,"Alex Weinstein is an American multidisciplinary artist engaged in painting, sculpture, film, and creative writing. He lives and works in Southern California."
1608,Mio Yamato,"Mio Yamato is a Japanese artist whose dot-based works are organic, embracing the passage of time and the reality of the body."
1609,Andrew Millner,Andrew Millner is an American artist whose work is inspired and centered on nature. He started drawing on the computer in 2005.
1610,Sabine Friesicke,Sabine Friesicke is a German artist whose works on paper and canvas have the goal of visualizing experienced time as well as the process of time going by.
1611,Donald Groscost,Donald Groscost is an American contemporary artist whose primary interest lies in the observation of natural phenomena and the systems they inhabit.
1612,Pierre Marie Brisson,"Pierre Marie Brisson is a French artist who uses a collage technique, combining various elements in his compositions. He was born in Orléans."
1613,Majo Pino,More details will be coming shortly.
1614,Derrick Okanta,More details will be coming shortly.
1615,Maru Ulivi,More details will be coming shortly.
1616,Eugene Barricade,"Born in Paris, Eugène Barricade is a French street artist who works mostly on atypical and urban supports using the stencil technique."
1617,Tunji Adeniyi-Jones,Tunji Adeniyi-Jones is a British contemporary artist known for vibrant swirls of color and an eye towards West African aesthetics.
