,artist_bios
2298,"Sweet Toof is a British graffiti and street artist who combines layers of historical and current cultural references to create his unique pieces.
"
2299,"Jérôme Mesnager is a French urban artist known for his l'Homme en blanc, a silhouette that stands since 1983 as a symbol of light, strength and peace.
"
2300,"Neil Gavin Welliver was an American painter born in 1929, noted for his large-scale depictions of landscapes and forest settings."
2301,"Will Boone is an American artist who investigates codes of communication, symbiology and subjective meaning in his artistic practice.
"
2302,"Arturo Herrera is a Venezuelan artist known for his intricate and evocative abstract collages, sculptures, drawings and paintings."
2303,"Tony Matelli is an American artist who creates uncanny objects that are both are seductive and illusory. He was born in Chicago, IL in 1971.
"
2304,"Joan Cornella is a Spanish comic artist, well-known for his disturbing six-panel comics created with a ton of dark sense of humor."
2305,"Alexander Liberman was a Russian-American artist, born in Kiev, Ukraine. He was a sculptor, painter, photographer, magazine editor and publisher.
"
2306,"Iñigo Manglano-Ovalle is a Spanish born artist currently living in Chicago. He is internationally acclaimed artist and has exhibited throughout the world.
"
2307,"Jay DeFeo was an American artist born in 1929, known for her continuing explorations of image and materials. She died in 1989.
"
2308,"Alex Garant is a Canadian contemporary artist known for her surreal paintings, which have the elements of auto-portrait.
"
2309,"Maria Rivans is a Brighton-based artist, best known for her collages - surreal landscapes, pin-up portraits and 3D boxed works.
"
2310,"Bordalo II is a Portuguese street artist best known for his Trash Animals series of installations depicting animals endangered by pollution.
"
2311,"Maximino Javier is a Mexican artist known for his fantasy oriented and whimsical style. He was born in 1948 in Santa Fe Lamar in Oaxaca, Mexico.
"
2312,"Mr Cenz is a London-based graffiti artist. He discovered hip-hop culture and graffiti art in 1988 and began scribbling his first walls.
"
2313,"Tomma Abts is a German-born and London-based contemporary artist, known for her complex, layered abstract paintings.
"
2314,"Norbert Schwontkowski was a German artist known for his paintings often depicting figurative compositions with a strong melancholic undercurrent.
"
2315,"Jason Sims is Australian artist who uses light and space to create illusions. He is the best known for his light boxes and installations.
"
2316,Kadar Brock is a contemporary artist from New York who makes abstract paintings. His art is often described as cheerful and optimistic.
2317,Chinese artist Zhang Haiying uses his paintings to bring awareness to current problems with which Chinese towns are faced.
2318,"Prefab77 is a team of artists from the UK and the US famous for their street art and prints inspired by pop culture and politics.
"
2319,"Margrethe Mather was an American photographer, known for her work in both pictorial and modernist abstract style. 
"
2320,"Paul Thek was an American sculptor, painter, and one of the first installation artists, best known for his piece The Tomb - Death of a Hippie."
2321,"Alicja Kwade is a Polish mixed-media artist, known for her sculptural meditations on time, space and the nature of objects.
"
2322,"Julio Le Parc is an Argentinian op and kinetic artist, known for his perceptually illusory paintings, sculptures, and installations."
2323,"Christian Ludwig Attersee is an Austrian artist whose object and action art combines music, speech, photo and video. His work is denoted by bright colors.
"
2324,"Nathan Oliveira was an American painter, printmaker, and sculptor, one of the leading members of the Bay Area figurative movement.
"
2325,"Leonard Freed is an American photographer best known for documenting such themes as Civil Right Movement, Jewish community in Amsterdam or NY Police.
"
2326,"Jimmy De Sana was an American artist, best known for his human body photography and his presence at the punk art scene in the East Village in the 70s and 80s."
2327,"Cherry Goldenberg is a German artist that became famous for her photographic depictions that are equally erotic and humoristic.
"
2328,"John Salt is British painter, mostly known for his super-realistic paintings of cars. Cars were portrayed wrecked and abandoned in the suburbia of America.
"
2329,"3F aka 3Fountains is a British street artist whose work is mostly based on the ideas of peace, love, and sometimes include a critique of society.
"
2330,"Luis Camnitzer is a German–born Uruguayan artist who is widely known for his prints, sculptures, and installations. He currently lives in the USA."
2331,"Peter Nagy is an American artist who makes graphic art inspired by avant-garde movement and Indian contemporary art. He mostly makes black and white art.
"
2332,"Philippe Herard is a French painter and street artist, most famous for his urban interventions at Ménilmontant neighbourhood of Paris.
"
2333,"Leni Riefenstahl was a versatile German artist. She worked as a screenwriter, editor, photographer, actress, dancer, as well as Nazi supporter.
"
2334,"Lauren YS is an American artist, writer, and teacher, who makes street art and paints dreamlike murals filled with symbolism and literature references.
"
2335,"OG Slick is a legendary notorious graffiti painter from The United States that has been steering the course of street art from the early 1980s.
"
2336,"Thea Djordjadze is a Georgian artist based in Berlin who uses different materials turning the sculptural objects into the installations. 
"
2337,"Roberto Crippa was an Italian painter and sculptor, who pioneered action painting. He was among those who signed the Spazialismo manifestos."
2338,"Tomoya Tsukamoto is a Japanese painter whose work combines the influences of traditional Japanese art and pointillism of Impressionists.
"
2339,"Bisser is a young Belgian street artist whose comic book inspired graffiti and drawings became popular after Bloop Festival in Ibiza, Spain.
"
2340,"Jo di Bona is a French artist born in the Parisian suburb.
"
2341,"Ettore Sottsass was an Italian architect and designer of the late 20th century, whose body of work includes furniture, jewellery, glass, lighting and office machine design.
"
2342,"Campana Brothers, Humberto Campana born in 1953 and Fernando, born in 1961 are Brazilian designers who make extraordinary furniture from ordinary materials.
"
2343,"Dorothea Tanning was an acclaimed Surrealist and an abstract artist whose paintings, prints, sculptures and books were pivotal creations of the modern art period.
"
2344,"Ossip Zadkine was a Russian-born sculptor, painter, and lithographer best known for his Cubist-inspired pieces of the human figure.
"
2345,"Henri Privat-Livemont was a Belgian painter and illustrator best known for his promotional posters created in the style of Art Nouveau.
"
2346,"Fritz Wotruba was an Austrian sculptor considered to be one of the most influential artists of his country's 20th century.
"
2347,"Hugues Claude Pissarro is a French painter whose work has evolved through a variety of different styles and techniques, from abstract to avant-garde.
"
2348,"Paul Augustin Aizpiri was a French artist largely influenced by expressionist and Cubist elements.
"
2349,"Francois Gall was one of the most influential and crucial artists to ever step out of Hungary.
"
2350,"Sayre Gomez is a contemporary American artist who lives and works in Los Angeles
"
2351,"Reuven Rubin was a Romanian-born Israeli painter who loved experimenting with different methods and techniques.
"
2352,Paul-Emile Pissarro was an Italian painter who enjoyed creating landscape pieces in a characteristic style.
2353,"Paul Citroen was a German-born Dutch artist, best known and widely famous for his photo montages and Dutch postage stamps he created in 1949.
"
2354,"Paul Sarkisian is an American contemporary artist who gained international attention and acclaim as one of the leading photorealist painters.
"
2355,"Gabriele Dal Dosso is an Italian calligrapher and designer, who applies meditative practices to his art. He transforms philosophical ideas into tangible objects.
"
2356,"RNST (pronounce Ernest) is a French artist known for his beautiful colorful and explosive stencils that can be found throughout France and beyond.
"
2357,"Richard Deacon is one od the major British sculptors, widely known for his large, lyrical open forms. He won Turner Prize for his work. 
"
2358,"Celia Philo is a British contemporary graphic artist best known for her work with David Bowie regarding his album Aladdin Sane, which came out in 1973.
"
2359,"Alekos Fassianos was a Greek contemporary artist known for his paintings, drawings and lithographs. His work has been exhibited around the world."
2360,"Richard Zu Ming Ho is a Chinese painter who merges the traditional and modern creating the work deeply inspired by the Western visual language.
"
2361,"S. P. Jayakar was an Indian painter, one of the artists whose work was credited with introducing the Modernism into the Indian Art."
2362,"With a background in fashion illustration and graphics, Australian muralist and painter Shannon Crees creates outstanding pieces inspired by nature,
"
2363,"Keiichi Tanaami is one of the leading pop artists of postwar Japan and he has been active since the 1960s as a graphic designer, illustrator, video and fine artist.
"
2364,"Eric Foenander is a Singaporean clever artist who practices the arts of oil and acrylic paint in order to make digital and sculptural pieces.
"
2365,"Srihadi Soedarsono is an Indonesian artist widely recognized for his use and understanding of colors and their visual power.
"
2366,"Eyvind Earle was a famous American illustrator and author, best known for his styling of legendary Disney animated films throughout the 1950s.
"
2367,"G.A. Dandekar is a renowned artist from India who uses his paintings as a mean to introduce his country's culture and everyday life to the rest of the world.
"
2368,"He Neng is a Chinese contemporary painter famous for beautiful visuals and mystic atmosphere that combine traditional and modern Chinese art.
"
2369,"Jiang Li is a Chinese-born and United States-based artist that represents the painting standards of the famous Yunnan School.
"
2370,"Jeff Gillette is an American artist best known for his paintings that explore the aesthetic structures and visual patterns of human settlement.
"
2371,"Robert Davis is an American abstract artist known for his work that incorporates addictive substances like wine, cigarette ash, and coffee.
"
2372,"Li Hongbo is a Chinese contemporary artist, best known for his paper-made sculptures that defy the usual presumptions about reality.
"
2373,"Ida Tursic & Wilfried Mille are a French artistic duo of incredible painters, based in Dijon.
"
2374,"Anne Collier is an American visual artist best known for her work in photography, where she takes photographs of other photographs.
"
2375,"Christopher Le Brun is a British artist, known primarily as a painter and for his election as the President of the Royal Academy of Arts in 2011.
"
2376,"Shara Hughes is an American contemporary painter that balances abstraction and representation, labor and spontaneity, difficulty and ease.
"
2377,James Rosati was an American artist best known for his large-scale yet precisely crafted geometric sculptures.
2378,"Walter Robinson is an American artist best known for his paintings which comment on modern phenomena, such as consumerism and fashion.
"
2379,"Peter Keetman was a German photographer and one of the founding members of the group Fotoform. His work has been included in many exhibitions.
"
2380,Two of the finest stencil artists in the UK are working under the joint name Snik. The artist duo is known for the high level of detail in their work.
2381,"Pan Jian is a Chinese contemporary artist known for his paintings that investigate the relationship between light and dark.
"
2382,"Paul Colin was a French artist, widely known and appreciated for his posters. By using Art déco as a basis, he developed highly personal style.
"
2383,"German pop artist Thomas Bayrle is best known for his super-forms, large images composed of iterations of smaller cell-like images.
"
2384,"Raul de la Torre is a Spanish contemporary abstract painter, whose best known works are categorized into three series – Poemes, Fils I Colors, and Cities.
"
2385,"Drawing inspiration from his subconscious mind, English painter George Morton-Clark creates unsettling artwork which provokes eerie emotions in the audience."
2386,"Born 1977 in Almeida, Nuno Viegas is a Portuguese artist based in Berlin. His work has been included in various solo and group exhibitions.
"
2387,"Born in London in 1920, John Coplans was a well-known photographer, painter, writer and curator who spent most of his life in the US.
"
2388,"Issei Suda is a Japanese photographer who studied at the Tokyo College of Photography. He was been working as a freelance photographer since 1971.
"
2389,"Abraham Palatnik was an established Brazilian artist known for neo-constructivist and kinetic approach in experimenting with different media.
"
2390,Greg Guillemin is a French illustrator and sculptor whose main subjects include various characters borrowed from our culture and old school comic books.
2391,Wang Yigang is a Chinese visual artist and a curator whose artworks are heavily abstracted despite the presence of some recognizable forms.
2392,"Jean-Claude Quilici is a French artist, widely known and appreciated for his paintings. He had an inclination toward painting from an early age.
"
2393,"Jean-Paul Donadini is a French contemporary artist, widely known and appreciated for his paintings. His themes go from still life to everyday life."
2394,Jolene Lai is a Singapore-born and California-based artist and illustrator who works primarily with oil on canvas or mixed media on watercolor paper.
2395,"Yunizar is an Indonesian contemporary painter and drawer, whose work embodies the beauty and purity in human creativity.
"
2396,"Leonardo Cremonini was a widely recognized Italian artist whose work is included numerous public collections across Europe and the United States.
"
2397,"Born in Cologne, in 1925, Erwin Bechtold is a German artist known for the geometric shapes of his works."
2398,"Kozo Inoue is a Japanese artist who creates fine prints and paintings that are underlined by a strong note of Minimalism.
"
2399,"Friedrich Meckseper is a German painter, graphic artist, draftsman, and designer known for conjoining scientific and artistic themes and methods in his practice."
2400,Josep Guinovart was a Barcelona-born artist widely recognized for his informalist or abstract expressionist oeuvre.
2401,"J.J.J. Rigal, also known as Jacques-Joachim-Jean Rigal, was a French writer and artist, widely known and acclaimed for his sculptures and paintings."
2402,Charles Fazzino is an established American artist known for his large and colorful silkscreen serigraphs fulfilled with references from popular culture.
2403,"Mike Dargas is a German contemporary artist widely recognized for his oversized and hyperrealistic representation of people.
"
2404,"Born in Trenton, New Jersey, John Zoller is a Miami-based contemporary artist whose work deals with questioning what you see and believe."
2405,"Maki Hosokawa a Japanese contemporary artist known for paintings and sculpture which are mix of references from Western art history and Japanese pop culture.  
"
2406,James Verbicky is a Canada-born artist known for his abstract mixed media works. His paintings were exhibited widely in galleries around the U.S. and abroad.
2407,"Laurie Anderson is a pioneering American artist who relies on an incredible blend of performance art, science, music and video to create astonishing artworks
"
2408,"Anthony Clarkson is a Los Angeles-based artist, designer and illustrator known for his ghostly surreal work that has been on display in several galleries throughout the USA and abroad."
2409,"Darryl Pottorf is an American contemporary artist, known for his paintings. His palette is based on the photographs that he utilized in it.
"
2410,"Brian M. Viveros’ oil, airbrush, acrylic and ink paintings are highly saturated with pigment, luminosity and depth, while the compositions are poignant and simple. 
"
2411,"Donald Moffett is an American painter known for poetic, provocative, and at times humorous paintings fulfilled with landscape, nature to politics and history.
"
2412,"Hovhannes Semerdjian, better known as Jean Jansem, was a recognized French-Armenian painter born in 1920 in Bursa, Turkey."
2413,"Marc Swanson is an American artist based in Brooklyn who makes realistic sculptural pieces.
"
2414,"Gilles Aillaud was an internationally known French painter, set decorator, and scenographer; as well, he was one of the main proponents of the Nouvelle Figuration and Figuration Narrative schools of art.
"
2415,"Alvaro Naddeo is an artist from Brazil who combines local and international symbols to comment on the relevant social issues of today.
"
2416,"Hubert Scheibl is an established  Austrian artist known for being one of the most important representatives of abstract-sensitive, gesture-intense painting amongst mid-generation Austrian artists
"
2417,"David Choong Lee is a Korean born USA-based artist known for his homeless people portraits, abstracts paintings and large-scale assemblage pieces.
"
2418,"Mr Doodle is a creative pseudonym for an English artist who consumes walls and other similar surfaces with his Graffiti Spaghetti - clusters of characters, objects and patterns."
2419,"Miguel Ángel Rojas is a conceptual and multimedia artist whose work addresses subjective experience, identity, and politics, especially indictments of international drug trafficking and violence.
"
2420,"Jessy Nite is a contemporary artist based in Miami, FL, USA.  Jessy’s work is best characterized by site specific, interactive works that place conceptual art into public places.
"
2421,Barry Le Va was an American sculptor and installation artist and is known for being among the leading figures of post-studio and process art of the late 1960s.
2422,"George Platt Lynes was an American fashion and commercial photographer who worked in the 1930s and 1940s who has produced some photographs featuring many gay artists and writers from that era.  
"
2423,"Robert Gwathmey was an American social realist painter whose wife was a photographer Rosalie Gwathmey and his son was architect Charles Gwathmey. 
"
2424,"Enrico Donati (February 19, 1909 – April 25, 2008) was an Italian-American Surrealist painter and sculptor, one of the last practicioners of Surrealism. 
"
2425,"Cinta Vidal is a Barcelona-based muralist and illustrator who makes artworks with acrylic on wood panels that defy the logics of gravity and structural conventions.
"
2426,"During the course of his artistic development, Italian artist Angelo Accardi has been pursuing a constant search for new and improved creative sensations. 
"
2427,The acclaimed French artist Karl Lagasse came into prominence during the year of 2009 when he started presenting the world with his “One Dollar” sculptures.
2428,"Julia Wachtel’s oil, acrylic and silkscreen-on-canvas paintings explore the impact of our image-saturated and obsessed world on the human subconscious. 
"
2429,"Lee Jeonglok is a Korean artist and photographer who creates this light painting series which have a mystical and spiritual quality.
"
2430,"Judith Lauand was a notable Brazilian artist and one of the most prominent representatives of postwar Concretism.
"
2431,"Lothar Charoux was an Austrian-born Brazilian artist known for being affiliated with Op Art movement and expressing himself through drawings, objects, and modules.
"
2432,"Guatemalan artist Carlos Mérida is best known for integrating aspects of Muralism, European Modernism and Cubism with pre-Columbian Mayan Elements."
2433,"Zoe Moss is predominantly a photo-realist oil painter, inspired by details and the interesting concept of painting's superiority over the art of photography. 
"
2434,Armando Morales was an internationally renowned Nicaraguan painter who is considered one of the most important painters in the history of Nicaragua's art.
2435,"Amy Sol is a talented Korean artist based in Las Vegas, Nevada. Her style integrates both narrative and figurative styles with the mystic.
"
2436,"Kim Chong Hak is a Korean artist known for his paintings of Korea's natural environment with glamorous colors and extravagant expression. 
"
2437,"Yuri Kuper is a contemporary Russian-born British painter known for his mixed media work and stellar dedication to his craft.
"
2438,"Lauren Luloff is an American artist who layers collaged fabric and paint onto bed sheets, creating delicate yet expressive paintings unlike anything other on the market. 
"
2439,"Olav Westphalen is an artist whose conceptual works frequently take the form of games, entertainment or cartoons, aiming to expose the cultural blind spots of his own tribe. 
"
2440,"Michael Scoggins is an American artist whose work is included in the permanent collections of the Museum of Modern Art and the Hammer Museum, among others.
"
2441,"Chen Ke is a Chinese artist who works in a variety of media, including painting, sculpture and fashion design."
2442,"John von Wicht was a German-born Abstract Expressionist painter known for his boldly colored mediations on music and nature.
"
2443,"Titus Kaphar is an American artist born in 1976. His work is included in many notable collections including Museum of Modern Art.
"
2444,"Mikhail Margolis is a Moscow-born artist based in Paris where he currently works for various animation studios.
"
2445,"Mitchell Squire is an American artist and professor at Iowa State University. He is known for his installations, sculptures, and performances.
"
2446,"Janaina Tschape is a German artist who works in a wide range of media including painting, drawing, photography, video and sculpture.
"
2447,"Glenn Kaino is an American Conceptual artist who works in a wide range of media including drawing, painting, sculpture, video, and performance.
"
2448,"Yohanan Simon was an Israeli painter and illustrator born in 1905, in Berlin. He executed a number of murals for Israeli ships, public buildings and hotels. 
"
2449,Emmanuelle Rybojad is a French contemporary artist born in 1991. He is represented by Bel Air Fine Art.
2450,"Andi Soto is a self-taught illustrator who creates intricate linearts and mixing them with botanical and anatomical studies. 
"
2451,"John Paul Fauves is a contemporary artist from Costa Rica. He considers his art style to be Neo Pop Expressionism, a term that is still new to our time.
"
2452,Salvatore Grippi was an American artist born in 1921. His work is included various collection including the Whitney Museum of American Art and Metropolitan Museum.
2453,"Sean Keith is an American artist born in 1982 in Minnesota. Keith's work is characterized by the use of popular culture images.
"
2454,"Zhuang Hong Yi is a Chinese artist whose work exists in many different forms, shapes, but also in a variety of materials and sizes."
2455,"Ursula von Rydingsvard is a Germany-born sculptor who has been working in Brooklyn, New York for the past three decades."
2456,"Jimmie Durham is a sculptor, essayist and poet born in 1940, in Houston. He has been living and working in Europe since 1994."
2457,Andrei Krioukov is a Russian artist who was born in 1959. His work is included in various private and public collections.
2458,Rene Genis was a French artist who was born in 1922. He was best known for his landscapes and still lifes.
2459,"Joseph Renda Jr. is a Chicago-based artist represented by Vertical Gallery. He is intrigued with unifying contrary ideas such as life and entropy, chaos and order and nature and mankind."
2460,"Lino Lago is a Spanish artist who questions the place of the work of art in the contemporary world, and more particularly that of painting."
2461,"Bill Martin was an American artist born in 1943. His landscapes and minutely detailed scenes were widely exhibited and collected.
"
2462,"Robert The is an American contemporary artist born in 1961. He is best known for his Gun Books and other sculptures made primarily of books.
"
2463,"Roy Newell was an American abstract artist born in 1914. His works are in notable public and private collections.
"
2464,"Jean Xceron was an American abstract painter born in 1890 in Greece. He is described as a pioneer of non-objective painting by the Smithsonian Archives of American Art.
"
2465,"Maurice Max-Ingrand, better known as Max Ingrand, was a famous French master glass worker and decorator born in 1908.
"
2466,"Paul Soldner was an American ceramic artist born in 1921. He was best known for his experimentation with the 16th-century Japanese technique called raku.
"
2467,Shadi Ghadirian is a contemporary photographer born in 1974 in Tehran. Her work was included in many solo and group exhibitions.
2468,"Roberto Lardera, better known as Berto Lardera, was a recognized Italian sculptor who was born in 1911.
"
2469,"Moyra Davey is a Canadian visual artist who works in a wide range of media including photographs, writings, and video. 
"
2470,"Anne Pagana is a contemporary artist who lives and works in Philadelphia, Pennsylvania. Her work was included in several exhibitions."
2471,"John Seery is an American artist born in 1941. He is often associated with the lyrical abstraction movement. 
"
2472,"Anne Imhof is a German visual artist, choreographer, and performance artist born in 1978. She has participated in various exhibitions.
"
2473,"Christina Quarles is an American artist born in 1985. She is best known for her abstract paintings that confront themes of racial and sexual identities, gender, and queerness.
"
2474,Robert Zakanitch is an American artist who was born in 1935. He was one of the founders of the Pattern and Decoration movement.
2475,"Raymond Waydelich is a French artist who was born in 1938, in Strasbourg where he currently lives and works. 
"
2476,"Otto Herbert Hajek was a German sculptor, painter and graphic artist whose works are exhibited worldwide.
"
2477,"Kim MacConnel is an American artist who was born in 1946, in Oklahoma City, Oklahoma. He lives and works in California.
"
2478,"Florian Eymann is a self-taught French artist born in 1980, in Auxerre. He currently lives and works in Orléans, France.
"
2479,"Diogo Machado, better known as Add Fuel, is Portuguese visual artist and illustrator born in 1980, in Cascais, Portugal.
"
2480,"Ken Davis is an American contemporary artist widely known and recognized for his sign paintings. He was born in 1982.
"
2481,"Isadore Friz Freleng was an American animator, cartoonist, director, producer, and composer known for his work at Warner Bros. Cartoons.
"
2482,"Vincent Longo was an American abstract painter and printmaker. He studied at The Cooper Union and at The Brooklyn Museum Art School.
"
2483,"Linde is a contemporary artist. Her work was included in the prestigious Domberger calendar of 1980, more specifically the International Contemporary Art.
"
2484,Alice Valenstein was an American painter widely known and recognized for her semi-abstract interiors and landscapes done through various mediums.
2485,"Paul Davis, also known as Paul Brooks Davis, is an American graphic artist. His work is included in various collections throughout the world."
2486,Linnea Pergola is an American contemporary artist whose signature stamp are cityscapes. She often brings out the humorous side of life.
2487,"Ivan Chermayeff was a British-born American designer and illustrator, who produced memorable identity symbols for many clients."
2488,"R.C. Gorman was a Native American artist of the Navajo Nation. The main subject of his paintings were Native American women.
"
2489,"Antonio Frasconi was an Uruguayan - American visual artist, widely known and recognized for his woodcuts. He lived in the US from 1945."
2490,Joseph Piccillo is an American artist known for his graphite and charcoal drawings and paintings featuring horses in motion.
2491,"Roberto De Lamonica was a Brazilian-born painter, master printer, and professor. He taught at the Art Students League for nearly 30 years."
2492,"Abhijit Paul is an Indian artist whose paintings are heavily influenced by the urbanization of his surroundings and all the changes it brings along.
"
2493,"Soumya K. Chakraborty is an Indian artist whose water-based paintings and paper installations explore the individual in the post-colonial perspective.
"
2494,"Sri Pramono is an Indonesian contemporary artist whose works are based on human problems, nature problems, or a combination of both."
2495,"AT Sitompul is an Indonesian contemporary artist whose work can be described as graphic art with various techniques on canvas.
"
2496,Januri is an Indonesian contemporary artist whose painting represents a social commentary on a wide array of topics. His work has evolved during the years.
2497,"Fery Eka Chandra is an Indonesian contemporary artist, widely known for using repetitive lines, beams, other shapes, and sometimes even figure."
2498,"Harun is an Indonesian contemporary artist whose themes revolve around social issues, highlighting the plight of the fringed and exploited.
"
2499,"Australian-born and American-based artist, Ian Burns is renowned for inventive sculptural works that combine consumer objects with digital technologies.
"
2500,Ángel Marcos seeks to capture an existential melancholy that characterized the human condition due to the understanding that life is accompanied by change.
2501,Brian McKee described himself as a visual historian who ventured to convey a unique and important view of select aspects of World History.
2502,
2503,"The Iranian artist Leila Pazooki explores the concept of borders by layering ""forbidden"" images manipulated to veil their illicit content."
2504,"I Gede Oka Astawa is an Indonesian artist, influenced by the rich Balinese culture, especially by social experiences and local wisdom."
2505,"Fatoni Makturodi is an Indonesian artist, who began painting when he was still a child. He studied at the Indonesia Institute of Art Yogyakarta."
2506,
2507,"William King created human figures that traced social attitudes through the last half of the 20th century, often in satirical and fantastical ways.
"
2508,"The American artist Neil Williams is associated with geometric abstraction, hard-edge painting, color field, and lyrical abstraction.
"
2509,"The Los Angeles-based artist Lloyd Hamrol made a name for himself as a creator of conceptual installations with his studio-based work. 
"
2510,"American artist and musician, Dan Rizzie is an inventive painter, known for his detailed collage work and the textural quality of his surfaces. 
"
2511,"Robert Dash was an American painter, poet, and extraordinary gardener, drawing inspiration for his art from the extensive gardens he cultivated."
2512,"Joseph Stella, born Giuseppe Michele Stella, was an Italian-American Futurist painter, widely known for his depictions of Industrial America.
"
2513,"Oscar Bluemner, born Friedrich Julius Oskar Blümner, was a German-born American Modernist painter. He studied at the Royal Academy of Design in Berlin.
"
2514,"Born Elaine Annette Johnson, Jae Jarrell is an American artist and fashion designer, as well as one of the founders of AfriCOBRA movement."
2515,"An American multidisciplinary artist, Lyle Ashton Harris works in photographic media, collage, installation art and performance art."
2516,"Kim Abeles explores many subjects, including the urban environment, feminism, aging, HIV/AIDS, labor, domestic violence, and collective memory."
2517,"Rex Ashlock was an American Abstract Expressionist painter. He taught at the main art schools of the Bay Area before moving to New York in 1957.
"
2518,"The artist Maurizio Cattelan and photographer Pierpaolo Ferrari first paired as photographers in 2009, creating a prescient editorial for W magazine."
2519,Gwladys Alonzo is known for the aesthetic and lexical vocabulary that reveals confrontations between the natural and the industrial.
2520,"The Mexican artist José León Cerrillo works with simple geometric systems to deconstruct the legacies of modernist design, architecture, and art."
2521,"Jean Terry Efiaimbelo continues the tradition of creating aloalos, steles that serve as grave makers that represent particular memories of the deceased."
2522,
2523,The French artist Morgane Tschiember is known for practice that blurs the distinction between painting and sculpture.
2524,Cameron Jamie is an American artist born in Los Angeles in 1969. His work was included in numerous solo and group exhibitions.
2525,
2526,"Paul Calle was an American artist known for his Space art, sketching, and postage stamps. He was among the first to participate in the NASA Art Program.
"
2527,Felipe Chavez is a Colombian artist who uses his own body to explore the male form and its relationship with sexuality and space as a gay man.
2528,
2529,"A Cuban contemporary photographer, Leandro Feal takes an unexpected look at Cuban society through various photographic genres."
2530,"Lois Gross Smiley was an American painter. An abstract expressionist, she was widely known and recognized for landscape, still life and figural paintings.
"
2531,"The contemporary artist Alejandro Campins creates large-scale canvases that draw on history, architecture and the collective memory of Cuba."
2532,
2533,"Gabriella Crespi was an Italian artist and designer. She was known for transforming objects by adding changes in their function.
"
2534,"Siegfried Anzinger is an Austrian painter and sculptor. He studied at the Academy of Fine Arts in Vienna, and currently lives in Vienna and Cologne.
"
2535,"Anna Bella Geiger is known for videos, collages, paintings, sculptures, and prints which integrate maps and elements of natural history"
2536,"A Brazilian contemporary artist, Manfredo de Souzanetto's practice spans photography, paintings and sculptures."
2537,The Brazilian artist Willys de Castro is considered to be a pioneer and founding contributor of the Neo-Concrete Movement in the country.
2538,"A Venezuelan artist, Juan Araujo pursues a highly personal investigation of the history of Western culture, art history and modernism."
2539,"A Brazilian visual artist, Fernanda Gomes uses ordinary and affordable materials to make objects and bricolages."
2540,
2541,
2542,
2543,
2544,
2545,
2546,
2547,
2548,
2549,
2550,
2551,
2552,
2553,
2554,
2555,
2556,
2557,
2558,
2559,
2560,
2561,
2562,
2563,"An artist of many styles, Romanian-American artist Hedda Sterne left a rich and multilayered contribution to the history of 20th-century art."
2564,
2565,"An American contemporary artist, August Muth is pioneer in the exploration of light through holography for over 30 years."
2566,Georges Rousse is known for converting abandoned or soon-to-be-demolished buildings into surprising visions of color
2567,"Chen Jiagang combines the images of the Chinese countryside, industrial architecture and people in a way that calls into question China’s past and present."
2568,Walshe is a British contemporary artist and the founder of the Neo-Deco style. His motifs are born of his concerns for the ecology of the planet.
2569,"Jean-Pierre Clement is a French contemporary artist most well-known for his whimsical, surrealist work, and his female portraits.
"
2570,Barbara Kolo is an American contemporary artist. She went from being an award-winning art director in creative advertising to a fine artist.
2571,
2572,"Leon Keer is a Dutch 3D street painter and street artist, who works in a pop-surrealism style. He is a world-leading artist in anamorphic street art.
"
2573,"Gregory Van Maanen is an American contemporary painter whose work is heavily influenced by PTSD and the horrors he experienced during the war in Vietnam.
"
2574,"Jamie Martinez is a Colombian/American artist whose process involves constructing, deconstructing and fragmenting images, data, and information."
2575,"Antoine Poncet is a Swiss-born French sculptor, whose works are can be found all around the world. He settled permanently in Paris in 1948.
"
2576,"Elie Abrahami is an Iranian contemporary artist whose delicate watercolors and oil paintings successfully combine eastern and western traditions.
"
2577,"Rodolfo Opazo Bernales was a prominent Chilean painter, engraver, and sculptor. He studied at the School of Fine Arts at the University of Chile.
"
2578,"Robert Cronbach was an American sculptor and educator, who taught at Adelphi College in Garden City, New York from 1947 to 1961.
"
2579,"Sandra Lawrence is a British contemporary artist. Known as one of the earliest Pop artists in Britain, her style moved toward romantic realism.
"
2580,Raimundo de Oliveira was a Brazilian artist widely known and recognized for his religious-themed paintings. He died in 1966.
2581,"José Luis Figueroa is a Portuguese contemporary artist widely known and recognized for his paintings. He often paints floral motifs.
"
2582,"Colleen Browning was an Anglo-American painter whose style can be described as realism and magical realism. She moved to the US in 1949.
"
2583,"Audrey Keeperman is an American contemporary artist known for colorful oil paintings. She applies a textural approach to abstract expressionism.
"
2584,"Max Karp was an American painter internationally acclaimed for his use of enamel. A self-taught artist, Karp was born in Ohio and raised in California.
"
2585,"Alan Cote is an American contemporary artist widely known and recognized for his large-scale abstract paintings. He was born in 1937.
"
2586,"Ronnie Landfield is an American abstract painter, whose work is influenced by Modernism, Abstract Expressionism and Chinese landscape painting.
"
2587,"Petra McCarthy is a British contemporary artist whose work is deliberately located within the expressionistic tradition of abstract painting.
"
2588,"Thomas Akawie is a versatile American contemporary artist. He received both B.A. and M.A. from University of California at Berkeley.
"
2589,"Ford Beckman was a talented and prolific American artist widely known and recognized for his paintings where surface and geometry converged.
"
2590,"Vincent Jean Baptiste Chevilliard was a French painter born in 1841 who specialized in genre scenes. He made his Salon debut in 1865.
"
